Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout
6/17/2015,2678666.59,1837047.72,264208158.2,126781709.6,34256067.61,3234548.58,5863437.65,841618.87,3.7,0,0.26,227840.76,862168.18,1779476.43
6/18/2015,1366976.27,3048820.88,219149728.3,325323442.5,27183392.66,6093939.78,7678511.24,-1681844.61,11.97,-0.01,-0.28,609194.81,610370.72,648325.2
6/19/2015,6318036.49,2642226.81,227514325.4,373106660.4,72517686.3,3256382.85,3703287.84,3675809.68,5.15,0.02,1.13,1833195.65,659361.92,2712632.42
6/20/2015,7098079.26,3486520.24,256751045.8,173939023.9,29684405.17,4299660.36,4063252.56,3611559.01,5.86,0.01,0.84,1303039.48,865060.78,2055142.15
6/21/2015,1149290.46,4715733.83,403257444.7,364322180.8,63577293.93,14835370.06,7234664.12,-3566443.37,5.73,-0.01,-0.24,1470003.86,58503.86,1936479.86
6/22/2015,5608837.52,3796574.44,451438110,142168366.5,33817152.42,7773346.24,4437870.05,1812263.09,4.2,0,0.23,588589.47,163839.31,388539.06
6/23/2015,3038461.98,1467231.7,479900608.9,201046054.8,69577205.03,8914332.96,5804591.84,1571230.27,2.89,0,0.18,1466837.5,1327824.2,1852104.42
6/24/2015,6806555.11,640324.11,404106523.8,105891019.2,83344575.57,13357040.87,2391296.58,6166231.01,1.27,0.02,0.46,153430.86,162924.53,450785.92
6/25/2015,2569297.86,1680188.2,191933103.1,263380896,80022271.88,14942395.71,3850448.52,889109.66,3.29,0,0.06,813110.56,1074865.21,328223.26
6/26/2015,7218439.64,3177850.69,359660617.7,392012823.8,78476619.78,9575287.84,1425873.99,4040588.95,5,0.01,0.42,1290831.36,1384055.34,1629201.6
6/27/2015,4480618.12,731416.16,246921405.8,249327376.5,26895016.51,12562159.67,2044850.27,3749201.96,9.27,0.02,0.3,377583.47,442491.23,1268078.05
6/28/2015,9430569.9,2733648.11,164601779.9,155969352,17954645.23,6250233.32,507075.61,6696921.79,8.69,0.04,1.07,1663706.79,587212.58,1807549.78
6/29/2015,2237688.5,3185792.82,428392210.7,266170629.5,72905394.56,5974671.45,794487.89,-948104.32,3.65,0,-0.16,546559.47,874936.04,358744.29
6/30/2015,4069597.16,2004097.51,67291857.03,66709857.82,43151249.24,7235148.37,7829628.67,2065499.65,1.55,0.03,0.29,1339334.11,1328478.01,1349850.88
7/1/2015,2021261.69,3969104.92,455792896.5,357690450.5,48911160.38,10742594.41,2317652.71,-1947843.23,7.31,0,-0.18,869874.57,1415763.1,606881.47
7/2/2015,9322242.56,979692.14,257664859.1,211171901.3,12803418.35,10868491.96,5474830.32,8342550.43,16.49,0.03,0.77,1232482.83,1122366.71,2962590.25
7/3/2015,8896054.18,838120.02,336740664.6,190752902,33361880.43,6098112.65,6793247.74,8057934.16,5.72,0.02,1.32,304156.05,175598.65,1727335.62
7/4/2015,3321474.65,3776849.4,346709265,242628619.6,13030876.35,3731729.01,4629953.44,-455374.75,18.62,0,-0.12,132134.32,1020273.53,2093566.9
7/5/2015,6939856.41,2729710.92,452802983.3,257417867.9,89126719.53,10221151.33,1648583.75,4210145.49,2.89,0.01,0.41,1828172.41,644940.4,1043713.01
7/6/2015,8354999.8,3597810.78,336501357,47274806.37,31905701.49,3668236.21,5960873.28,4757189.02,1.48,0.01,1.3,612297.02,732516.45,374742.85
7/7/2015,5996807.3,2456723.02,326270113.1,279394544.1,60160345.26,9520402.61,5001885.58,3540084.28,4.64,0.01,0.37,1657386.31,121265.17,2930025.5
7/8/2015,5766855.21,1608809.15,79993418.25,111934038.5,13508138.86,11014487.66,5984379.42,4158046.06,8.29,0.05,0.38,1998765.57,327040.1,930151.2
7/9/2015,3176670.62,4185960.43,283283609.9,291302000.4,70016265.22,11107949.45,6273099.67,-1009289.81,4.16,0,-0.09,501719.39,1196244.73,1329043.74
7/10/2015,1837924.91,4097371.46,117576050.4,332563221.9,39072461.12,11795137.44,7815577.76,-2259446.55,8.51,-0.02,-0.19,603824.41,708240.31,1984605.37
7/11/2015,9074941.82,3626134.12,381845195.9,325504232.9,90812726.83,13347172.48,4801724.6,5448807.7,3.58,0.01,0.41,1359433.6,487410.25,171622.16
7/12/2015,9103762.51,1724653.12,280499864.4,229950367.6,89930637,8499466.9,3062308.35,7379109.4,2.56,0.03,0.87,1934352.41,606827.66,2449751.48
7/13/2015,6697913.12,3156038,356102500.6,217664559.1,39276155.65,11493239.46,5363484.18,3541875.11,5.54,0.01,0.31,1840047.26,1288879.29,1656076.75
7/14/2015,4051268.12,2124382.54,68752805.27,74292865.31,91086480.61,10049245.56,1013305.32,1926885.58,0.82,0.03,0.19,1055463.49,1136048.58,906829.84
7/15/2015,4142886.17,912119.33,88156407.22,314631537.2,99654190.61,4426319.22,7230479.89,3230766.84,3.16,0.04,0.73,1610709.54,444857.33,278663.16
7/16/2015,7533601.11,4627911.09,372345524.6,123135564.6,84287409.77,2333965.38,1395357.59,2905690.02,1.46,0.01,1.24,357917.12,220377.67,571245.4
7/17/2015,9073992.34,1115683.84,82437951.2,208744260.7,86038421.3,5699038.01,2958821.28,7958308.5,2.43,0.1,1.4,1957132.55,415397.42,2695598.19
7/18/2015,8983777.82,4776068.09,82065527.49,128024155.3,32410786.25,7759438.18,6618090.35,4207709.73,3.95,0.05,0.54,1932271.14,1385096.85,2089470.25
7/19/2015,8018879.91,2507025.98,55448813.86,70854777.94,61903215.9,10022377.28,4979842.84,5511853.93,1.14,0.1,0.55,411085.02,893303.81,824714.99
7/20/2015,6778284.82,1333098.18,480425629.2,259231924.8,16053032.26,13049471.3,3452266.4,5445186.64,16.15,0.01,0.42,668903.94,823546.3,290242.22
7/21/2015,1757259.68,2938554.26,381878761.8,40646173.23,18542614.31,4551194.32,4050767.45,-1181294.58,2.19,0,-0.26,290294.5,914770.72,2102784.41
7/22/2015,2454658.43,4428256.26,208963133.8,304485189,99900335.08,3632147.27,6909105.45,-1973597.83,3.05,-0.01,-0.54,616263.44,580740.99,1759982.41
7/23/2015,9086987.7,3795011.99,183441011.6,140682982.2,39397532.45,14525239.32,3050032.9,5291975.71,3.57,0.03,0.36,1650316,1220305.18,1273106.62
7/24/2015,6457861.54,4129525.17,207366453.4,20051183.34,77336552.08,3404579.27,7022372.64,2328336.37,0.26,0.01,0.68,818799.65,808765.06,1154473.2
7/25/2015,1082773.46,3464525.15,398594089,214229072.9,82599854.77,8220383.91,1161008.23,-2381751.69,2.59,-0.01,-0.29,267954.24,219284.46,728761.4
7/26/2015,1913243.89,3615244.54,347616775,37803725.24,87222094.39,9612328.47,6325988.28,-1702000.65,0.43,0,-0.18,750228.5,237144.43,2041872.64
7/27/2015,6971515.92,4321380.43,133338005.5,124944432,99786546.77,9037867.47,6856607.25,2650135.49,1.25,0.02,0.29,1964628.34,828445.76,2914937.28
7/28/2015,1045554.25,1623506.04,128349200.9,288651065.2,31734683.67,3118418.04,1863632.4,-577951.79,9.1,0,-0.19,1296398.83,1408026.82,609574.21
7/29/2015,2447272.46,2702412.34,94278042.37,43822056.22,13631574.42,2741349.88,3727598.99,-255139.87,3.21,0,-0.09,890705.8,497110.58,1831638.2
7/30/2015,5938604.1,1495442.49,347136223.9,338948627.1,47007236.62,3371284.56,1741248.31,4443161.62,7.21,0.01,1.32,416423.18,1310834.69,1330136.66
7/31/2015,7227056.78,4944506.04,393967698,21451570.61,21707260.28,9612639.89,5799530.97,2282550.74,0.99,0.01,0.24,1973735.91,1157938.6,1395397.29
8/1/2015,6867651.34,4748267.03,169270892.8,113793070.3,12018330.02,9076483.54,4515108.26,2119384.31,9.47,0.01,0.23,1659613.12,409328.04,837027.11
8/2/2015,3018423.79,677420.65,59425232.46,301543541.3,42438414.44,5038630.3,5264925.1,2341003.13,7.11,0.04,0.46,634806.87,102694.09,2492891.14
8/3/2015,7409612.99,3675088.28,86977250.36,140182656.9,80536442.6,10291063.84,1973652.25,3734524.72,1.74,0.04,0.36,233130.52,197678.53,1507241.25
8/4/2015,3135241.79,4663617.43,485537015.7,58719107.47,60956262.21,12660877.53,2088093.97,-1528375.64,0.96,0,-0.12,207588.56,1106316.2,1675876.97
8/5/2015,3928597.28,1312589.05,182950149.9,156888889.1,38150019.03,2540526.48,811229.94,2616008.23,4.11,0.01,1.03,328718.48,339521.12,983806.65
8/6/2015,7718422.65,3055753.54,396150416.5,122749448.8,68890780.49,8475689.27,2915506.51,4662669.11,1.78,0.01,0.55,1203460.31,588342.83,627244.55
8/7/2015,6846696.09,4619697.34,331098606,340230522.8,30881636.23,10961035.36,4698084.96,2226998.75,11.02,0.01,0.2,1864650.5,777463.79,349140.13
8/8/2015,8643010.69,652756.9,221872837.8,139072208.7,11294330.15,5280055.05,6934511.85,7990253.79,12.31,0.04,1.51,1043812.51,1101928.84,2170945.51
8/9/2015,6918516.03,3638391.2,142559268,319794339.3,78791804.78,6001021.77,5501955.86,3280124.83,4.06,0.02,0.55,1701596.42,214185.27,669079.42
8/10/2015,6114777.43,1838070.53,104623888.2,358911415,66136877.64,9977292.74,3765472.43,4276706.9,5.43,0.04,0.43,947184.58,639231.29,2101218.53
8/11/2015,1843072.91,4659782.88,326755835.6,184850619.4,78607236.21,13673158.81,7648400.86,-2816709.97,2.35,-0.01,-0.21,1446308.74,753355.72,1232091.69
8/12/2015,4309442.23,4869762.1,398585201.3,365778394.7,13504421.5,12529017.46,5894339,-560319.88,27.09,0,-0.04,1490558.2,834199.24,1305746.92
8/13/2015,3386821.31,4749199.2,339756914.1,163380860.5,85340766.5,9580692.85,7476239.02,-1362377.89,1.91,0,-0.14,430531.04,1236622.93,1460614.74
8/14/2015,3195906.79,2633963.97,288635960,386349798.3,65757358,11492882.33,4456909.8,561942.82,5.88,0,0.05,786310.51,298933.38,1166354.67
8/15/2015,9757094.99,4379191.93,68878050.54,53930019.32,60705581.56,6742692.11,2441782.06,5377903.06,0.89,0.08,0.8,1310874.1,1221355.61,391797.93
8/16/2015,4537879.52,4300472.29,485819949.9,281067321.3,66215264.33,10332551.87,896200.15,237407.23,4.24,0,0.02,234323.56,1054673.72,997932.25
8/17/2015,9028419,1935952.13,409421386.2,207649335.4,87798992.22,8060360.68,5945636.39,7092466.87,2.37,0.02,0.88,786926.36,856012.68,2024829.65
8/18/2015,6680247.63,4230119.63,181769916.5,167306546.1,62824285.59,4469169.77,1409772.49,2450128,2.66,0.01,0.55,1116118.99,1064315.41,2030774.76
8/19/2015,8153301.73,666534.36,490986648.2,260430513.9,62285534.19,11122597.56,2770813.46,7486767.38,4.18,0.02,0.67,1992826.54,647425.72,930050.49
8/20/2015,5523733.84,3183214.45,320846715.3,287465694.8,99161124.14,9234040.29,4493531.81,2340519.38,2.9,0.01,0.25,1001613.77,250676.5,1434297.62
8/21/2015,6192134.96,1535039.77,312090196.2,21658042.47,78105715.04,6662080.57,4733124.41,4657095.19,0.28,0.01,0.7,1650507.84,1015359.6,660996.96
8/22/2015,5432659.24,1042550.99,386632930.7,83442173.72,49806442.49,13847409.47,5004373.98,4390108.26,1.68,0.01,0.32,920927.84,810774.84,710079.04
8/23/2015,2757186.89,846289.41,415296404.6,290957499.2,73665730,2272143.53,1746914.98,1910897.48,3.95,0,0.84,1613142.37,977093.46,166836.56
8/24/2015,7502069.04,3633299.49,345415373.3,273226457.2,45030742.45,6105050.97,3348030.54,3868769.55,6.07,0.01,0.63,1231288.12,540098.23,2700564.99
8/25/2015,3526951.26,2029437.34,107643085.9,387098052,30598791.62,2739458.17,5128956.7,1497513.93,12.65,0.01,0.55,1784531.34,1364956.54,711049.33
8/26/2015,1218843.7,3761450.47,202220377.7,309194360.3,63716668.92,11964855.11,7773641.48,-2542606.77,4.85,-0.01,-0.21,880790.85,901686.31,759848.24
8/27/2015,6809250.66,794103.53,467637638.2,381293628.9,93536388.83,11127396.9,5957233.53,6015147.13,4.08,0.01,0.54,1248178.4,173833.6,910844.15
8/28/2015,2593996.11,1918806.52,151077025.3,286965390.6,93622556.8,6307578.84,7419528.18,675189.59,3.07,0,0.11,1297035.49,702215.79,469483.41
8/29/2015,9464127.26,2927710.82,217475160.7,133259839.3,40771475.03,10783617.73,6216590.44,6536416.44,3.27,0.03,0.61,893027.59,1146716.28,1953862.36
8/30/2015,9585357.19,4058254.24,244434597.3,60038670.46,57490971.96,7147183.94,4937877.27,5527102.95,1.04,0.02,0.77,374192.88,1201495.11,317914.56
8/31/2015,9233779.51,1934386.26,247732245.4,317093068.1,29047230.87,11831299.29,1940175.27,7299393.25,10.92,0.03,0.62,277762.87,767165.73,489187.04
9/1/2015,4331428.3,3316511.19,325822812.1,264776704.2,99606799.85,7904387.62,5500142.39,1014917.11,2.66,0,0.13,131675.95,1347383.98,1969794.51
9/2/2015,1139109.55,4486899.87,474384127,38310684.71,98300611.71,7359636.46,5175346.74,-3347790.32,0.39,-0.01,-0.45,1759715.1,438119.23,1085015.8
9/3/2015,9354867.06,3271384.35,158311720.3,156819177,68455803.67,14151488.9,5018518.78,6083482.72,2.29,0.04,0.43,549302.33,645368.11,2153048.7
9/4/2015,4853657.33,1548317.64,104675619.3,383583929.9,82397265.37,5261428.3,4173394.01,3305339.7,4.66,0.03,0.63,501862.82,1352965.52,1716531.76
9/5/2015,9699893.37,609803.52,138861720.4,210152435.4,74359014.52,3565815.42,4464924.53,9090089.85,2.83,0.07,2.55,1498467.26,1349572.24,842461.4
9/6/2015,9672579.79,4415444.93,449116205.1,184437071.7,63384239.71,9599060.47,3008318.95,5257134.86,2.91,0.01,0.55,708030.61,1044283.51,1987401.06
9/7/2015,8677085.1,595712.35,340614865.7,193925850,14801319.73,14601183.56,4394845.19,8081372.75,13.1,0.02,0.55,1061484.92,1295521.79,437193.67
9/8/2015,3650040.03,4436157.53,178658055.2,99375435.12,50928790.83,6911909.78,1981669.29,-786117.5,1.95,0,-0.11,408771.02,178721.24,1655590.11
9/9/2015,4465879.56,2880217.1,417176122.5,160108724.9,70730767.2,2806477.93,6538807.98,1585662.45,2.26,0,0.57,1923516.87,1304242.72,1367729.5
9/10/2015,8660230.04,4725804.64,437616498.4,160529037.3,70977845.25,6410968.48,1893327.16,3934425.4,2.26,0.01,0.61,1718004.66,514898.86,876833.39
9/11/2015,3852298.05,4094524.56,430931452.4,39894907.67,43581035.66,8577111.51,1137247.17,-242226.51,0.92,0,-0.03,1741200.28,308580.69,1851614.49
9/12/2015,2525434.72,4990703.5,463516940.1,311675698.8,94752278.8,4104999.09,3771845.2,-2465268.78,3.29,-0.01,-0.6,872870.12,397086.26,2626867.42
9/13/2015,6011211.36,2078203.17,163508459.1,178271684.1,25062132.9,10555328.83,5437305.8,3933008.19,7.11,0.02,0.37,1548486.31,656054.34,2996823.63
9/14/2015,9425392.97,3952347.3,389768867.9,332428357,55032350.16,14970742.06,3782876.19,5473045.67,6.04,0.01,0.37,373364.7,414228.41,1862512.03
9/15/2015,7264268.17,2308689.11,257242773.8,343132240.4,72179557.89,7872613.19,2575655.99,4955579.06,4.75,0.02,0.63,116376.1,514823,1273647.04
9/16/2015,6130550.53,2659440.29,428899348.8,100557740.8,72742222.53,6611471.24,4686283.88,3471110.24,1.38,0.01,0.53,137948.57,245718.8,753100.59
9/17/2015,1874588.44,3323774.58,377820804.7,269794323.2,68377506.11,7209154.17,3102517.52,-1449186.14,3.95,0,-0.2,1214543.3,479456.31,845578.66
9/18/2015,6535065.04,4431547.01,399401350.9,199467085.6,34775939.21,3496900.32,7496507.68,2103518.03,5.74,0.01,0.6,965250.32,879811.53,1490419.44
9/19/2015,9910484.65,4928375.61,345272827,354459560.4,24058591.18,13482556.82,7419838.55,4982109.04,14.73,0.01,0.37,1084229.16,690687.88,1165105.33
9/20/2015,2260756.14,3957230.36,129842946.3,101981458.1,67234629.41,7392733.52,4267788.65,-1696474.23,1.52,-0.01,-0.23,114179.97,552742.2,2750062.12
9/21/2015,5664966.87,2379950.52,295262113.5,277569016.1,63937190.45,7034567.35,2959129.96,3285016.35,4.34,0.01,0.47,903104.58,1132355.59,1168056.86
9/22/2015,8896357.65,2396106.51,493101382.8,250945806.5,26142040.93,10575973.55,6028493.1,6500251.14,9.6,0.01,0.61,1464329.51,1345589.46,1182989.31
9/23/2015,7666917.56,3819120.36,471824629.9,132214561.5,73462523.1,7746434.47,775347.08,3847797.2,1.8,0.01,0.5,941118.03,1147344.37,1212250.09
9/24/2015,7273141.67,1574497.16,69428181.11,71908343.39,50965479.26,10427035.09,4060767.55,5698644.51,1.41,0.08,0.55,1491216.49,531401.02,2526198.61
9/25/2015,7322356.76,997133.51,124166667.1,267623109,70098453.24,2798801.77,3022425.46,6325223.25,3.82,0.05,2.26,542736.03,1129441.14,1987286.13
9/26/2015,4235420.36,2095799.71,109277948.1,300667034.1,85363037.18,12578403.47,7404019.14,2139620.65,3.52,0.02,0.17,1644969.81,270371.26,1881089.67
9/27/2015,3642326.6,1792575.46,376690959.5,139938390.6,25275558.57,14226551.39,590022.7,1849751.14,5.54,0,0.13,1218019.36,238961.08,1069014.76
9/28/2015,8284250.4,1833386.54,418003398.4,265036389.5,11723038.12,10433950.02,4646111.57,6450863.86,22.61,0.02,0.62,500449.89,551159.2,2471922.11
9/29/2015,8291020.55,1551234.88,146080114.8,170149744.9,80119232.78,14409357.08,6054976.86,6739785.67,2.12,0.05,0.47,549768.9,1221168.44,211255.2
9/30/2015,8803650.87,689419.35,277633711.8,291018615.7,64872768.26,3968620.09,4137634.91,8114231.51,4.49,0.03,2.04,1293257.88,407204.96,2625311.8
10/1/2015,9219164.97,580432.71,428316362.6,95701804.46,72967561.27,8206410.46,1140522.73,8638732.27,1.31,0.02,1.05,1676885.23,141717.44,1586974.71
10/2/2015,5602081.59,4944750.75,379760695.1,358281701,85433947.75,9823487.54,7793460.43,657330.84,4.19,0,0.07,889692.79,240978.83,1254925.68
10/3/2015,5513646.65,2424979.1,294006742.5,129215646.7,82252984.13,9562576.42,4385078.24,3088667.55,1.57,0.01,0.32,590770.82,1295180.2,1541785.11
10/4/2015,8184656.61,2229469.91,315656460.7,159758675.4,96482813.22,7219003.13,5106396.83,5955186.7,1.66,0.02,0.82,1747322.05,968985.76,2035505.04
10/5/2015,6849675.38,3558412.77,278762246.1,42074941.79,58234157.1,6395097.32,2274573.37,3291262.6,0.72,0.01,0.51,1371609.75,417141.69,137019.74
10/6/2015,7317701.9,1482142.5,183896803.1,62374640.68,53964606.94,3648712.29,4126235.64,5835559.4,1.16,0.03,1.6,951362.43,855178.95,2627500.38
10/7/2015,8162134.02,4774825.33,304259896.8,216027523,46169847.99,7092651.86,3718621.19,3387308.7,4.68,0.01,0.48,1027010.37,814990.45,1395544.62
10/8/2015,9010048.08,4038552.56,359998385.9,121685217.2,23832193.86,4114590.6,1061718.82,4971495.51,5.11,0.01,1.21,488087.29,1000382.17,1094602.91
10/9/2015,4041956.41,902349.51,442995312.1,337482485.8,61534650.96,11546753.79,1296202.65,3139606.9,5.48,0.01,0.27,1290925,388121.95,500912.14
10/10/2015,4380246.57,2379113.49,336331109.3,25583487.69,34931127.19,4714802.16,6781043.9,2001133.08,0.73,0.01,0.42,781610.77,1303384.33,1374449.59
10/11/2015,1845837.46,4456032.38,392504691.7,164055738.5,92917676.1,2761348.97,2298649.64,-2610194.93,1.77,-0.01,-0.95,1991725.84,498584.42,1539336.04
10/12/2015,6204521.27,4751294.1,122032235.7,148191307.8,62487172.38,9180759.79,1962187.04,1453227.17,2.37,0.01,0.16,1012348.68,1056490.9,1270575.41
10/13/2015,1323480.46,2603306.8,257700863.5,27344499.75,63355616.25,9737986.53,4286835.88,-1279826.34,0.43,0,-0.13,1023182.65,73380.74,2068114.27
10/14/2015,5190382.16,3260351.25,54199228.92,67259991.62,41943219.48,13334869.8,6265603.49,1930030.91,1.6,0.04,0.14,1175118.4,590352.84,1320599.93
10/15/2015,5883801.71,1251652.76,161005489,177184216.5,14679041.68,9500760.96,964598.89,4632148.95,12.07,0.03,0.49,1841836.41,559979.24,2888110.98
10/16/2015,3578871.27,4960258.82,376907771.8,207288542.1,12856938.88,6491251.1,4826059.4,-1381387.55,16.12,0,-0.21,1621554.39,838052.42,1837904.8
10/17/2015,6317499.35,1542522.66,496314478.1,173630104,48100162.97,12439154.46,1394078.32,4774976.69,3.61,0.01,0.38,957147.13,155467.58,2441686.01
10/18/2015,1274502.25,4742292.98,94630144.81,221756317.8,17610884.03,9023625.61,773457.88,-3467790.73,12.59,-0.04,-0.38,1465528.61,1195690.49,417132.12
10/19/2015,1336133.7,3423409.92,230672442.1,246150036.5,64616226,3030643.7,895579.64,-2087276.22,3.81,-0.01,-0.69,1213847.45,365782.16,1252144.75
10/20/2015,8403405.05,3234815.58,410031935.9,23771052.03,89287570.51,9356057.28,6756230.81,5168589.47,0.27,0.01,0.55,1035497.39,1031704.83,1076858.33
10/21/2015,4241715.77,2807098.3,141816035.6,196356160.6,89462333.49,13804241.09,1384793.63,1434617.47,2.19,0.01,0.1,465399.97,1214657.58,1751498.93
10/22/2015,2143544.61,1538014.15,299788227.2,386129711.5,69314086.91,7152064.13,838635.23,605530.46,5.57,0,0.08,981478.9,864721.59,2597229.21
10/23/2015,5700189.34,1294376.14,379882083.2,217232266.5,29010864.83,5852235.42,3784249.15,4405813.2,7.49,0.01,0.75,567055.32,1124280.65,327180.83
10/24/2015,7929941.98,1492187.94,327193452.6,277466061.6,87669714.82,3865102.94,6829951.04,6437754.04,3.16,0.02,1.67,1838200.08,1009697.45,310466.91
10/25/2015,2942389.25,1338972.18,134611130.6,138508266,89748409.18,3968791.79,2468062.82,1603417.07,1.54,0.01,0.4,737272.95,565518.21,2565921.35
10/26/2015,6606014.28,4008130.13,209923055.9,314116723.7,27698822.65,7626029.3,3662844.63,2597884.15,11.34,0.01,0.34,1909301.63,1222844.88,717265.25
10/27/2015,1768127.18,2075563.67,402706303,313710163.1,76368347.72,9743837.71,799418.99,-307436.48,4.11,0,-0.03,1112805.05,477316.99,2039384.44
10/28/2015,1465135.49,760292.04,299401931.4,218092498.1,35786759.4,3048000.27,3868088.86,704843.45,6.09,0,0.23,1299934.32,878258.73,1674346.58
10/29/2015,5782191.68,4860961.84,52353326.09,390885252.9,82237628.11,14214391.66,4832098.1,921229.85,4.75,0.02,0.06,1131586.84,1130826.72,2515391.43
10/30/2015,5865716.09,4477036.48,392445842,67709081.61,99751410.99,11816737.03,4781802.9,1388679.61,0.68,0,0.12,345823.17,599486.07,462757.84
10/31/2015,6736869.11,4674885.27,65890109.72,26440112.66,12702340.48,9626110.94,2993200.19,2061983.84,2.08,0.03,0.21,814060.32,489013.03,476370.6
11/1/2015,7534822,4977085.2,385580202.2,312660120.5,90762927.92,12769702.72,2866498.85,2557736.8,3.44,0.01,0.2,288377.61,716051.71,1714773.24
11/2/2015,9782668.72,1282528.62,141116252.1,326719104.2,66036748.02,3042427.84,1299677.14,8500140.09,4.95,0.06,2.79,1283612.68,1236047.07,2844498.09
11/3/2015,5646703.13,2283089.09,481133066.1,65678747.07,97604435.72,8198905.41,3250987.4,3363614.05,0.67,0.01,0.41,949060.97,1398386.56,1303493.5
11/4/2015,3906608.26,3912073.14,215573338.1,120921476.5,51850856.58,10191210.65,1246210.02,-5464.88,2.33,0,0,1578171.45,840370.95,1048132.09
11/5/2015,8156675.75,3632092.78,197119227.4,26669898.08,86264913.75,12772487.78,6249469.59,4524582.97,0.31,0.02,0.35,518893.91,1009126,1859399.04
11/6/2015,3437490.26,1192531.58,116999622.7,131457272.1,15615466.17,12185104.28,7747057.23,2244958.68,8.42,0.02,0.18,412675.51,1359746.75,2798300.94
11/7/2015,4950742.79,4171249.06,187521897,313793912.1,40175114.51,5601900.25,7775558.43,779493.72,7.81,0,0.14,872031.24,192892.93,2527090.72
11/8/2015,1706107.43,1509982.57,444492842.8,216825000.5,16031488.4,14231442.2,6988033.25,196124.86,13.52,0,0.01,1860512.23,386513.94,2986902.47
11/9/2015,1228156.69,1507179.27,498350451.9,152276325.4,97780882.01,3616495.94,5005941.12,-279022.58,1.56,0,-0.08,1449801.45,1077905.01,165448.89
11/10/2015,9663835.73,2916384.9,215739288.7,161260932.1,83527651.65,13376737.04,5756492.73,6747450.83,1.93,0.03,0.5,895954.89,1244429.47,427288.62
11/11/2015,8523821.08,3168229.71,251874783.9,20514377.77,86729267.91,14622223.24,2639043.52,5355591.38,0.24,0.02,0.37,1082817.12,1292692.09,1867456.51
11/12/2015,7263767.85,3110387.94,374931922.2,133924200.5,94416870.83,4302995.8,5230778.15,4153379.92,1.42,0.01,0.97,260004.72,651905.41,2479671.67
11/13/2015,4680576.5,911690.77,448788101.2,265654321.8,17659313.75,11386858.83,3917371.62,3768885.73,15.04,0.01,0.33,1970694.2,179542.86,927208.59
11/14/2015,2559648.88,4448573.88,316869950.4,390193888.7,44703783.33,2523711.74,4115130.05,-1888925,8.73,-0.01,-0.75,1366173.88,684783.14,793712.16
11/15/2015,2407933.38,1695200.19,226186564.2,341883114.3,16393140.01,7270496.73,6183324.2,712733.19,20.86,0,0.1,642267.73,384565.16,2382229.82
11/16/2015,3252186.08,1082817.15,235679828.4,28966086.57,28971379.14,8711682.89,2614387.67,2169368.94,1,0.01,0.25,1213035.95,472234.86,263507.38
11/17/2015,5943039.98,4499366.36,363028165.9,361453029.8,30642919.93,9548387.94,2885297.09,1443673.62,11.8,0,0.15,308016.5,1169787.96,1171209.68
11/18/2015,7431363.3,4800431.74,51448218.62,317615397.1,52219648.99,14167184.23,7434813.43,2630931.56,6.08,0.05,0.19,1935089.67,159514.27,1566846.75
11/19/2015,6941776.39,4379574.28,328815201.9,316542927,34170595.07,10739258.93,921682.21,2562202.11,9.26,0.01,0.24,432091.48,1249992.77,1725011.16
11/20/2015,3519405.07,4142822.34,209971854.7,194038388.4,19088029.61,8256613.37,4142257.24,-623417.26,10.17,0,-0.08,1331257.6,670120.17,2212983.95
11/21/2015,9593787.53,3448588.91,407388799.1,171242011.3,25074198.02,12525775.47,7346006,6145198.61,6.83,0.02,0.49,566363.48,914292.7,1129052.6
11/22/2015,7641072.25,2978858.17,91845787.92,135107977,23254800.72,14356926.67,5077722.56,4662214.08,5.81,0.05,0.32,1463366.63,179995.74,1876784.6
11/23/2015,5989186.47,891440.42,314691020.1,44964046.4,97576911.81,2286859.93,4598053.06,5097746.05,0.46,0.02,2.23,1575960.6,539170.66,1797588.73
11/24/2015,6505486.72,2338039.46,266437800.5,106729438.1,78336325.62,14772776.54,2373081.34,4167447.26,1.36,0.02,0.28,1379497.48,180066.33,1688086.69
11/25/2015,4776400.56,2177098.33,339046486.7,113709381.3,97098531.87,3119717.81,3074566.17,2599302.24,1.17,0.01,0.83,1267548.97,1444238.4,1957401.55
11/26/2015,3229578.91,1668892.03,79184117.52,203949286.5,49576643.79,12587028.13,6890363.12,1560686.88,4.11,0.02,0.12,1795691.28,1220529.39,852402.6
11/27/2015,4203754.11,3755390.51,310992704.3,304028874.5,35053163.35,5644351.78,4694135.99,448363.6,8.67,0,0.08,249390.75,716467.49,345481.39
11/28/2015,7820614.99,2731440.81,302668064.6,200047734.8,81846387.75,3718335.55,4360566.45,5089174.19,2.44,0.02,1.37,728738.05,374223.7,445887.85
11/29/2015,1129541.4,864707.97,302297042.5,41980890.79,39362852.62,7718123.32,1246847.85,264833.43,1.07,0,0.03,571746.21,1403509.9,751288.91
11/30/2015,2044653.76,1490824.41,321569450,383960124.4,36944503.63,10371435.53,620211.17,553829.36,10.39,0,0.05,1977226.53,549665.06,1550574.01
12/1/2015,1414023.78,3574664.44,354410571.8,378235241.3,30925539.3,6952373.99,7727638.92,-2160640.66,12.23,-0.01,-0.31,839840.58,283427.43,2537283.98
